"KorhazRovid";"Korhaz";"SzakmaKod";"SzakmaMegnev";"OsszesAgy";"MukodoIAgy";"MukodoIIAgy";"TartoSzuneteloAgy";"OsszesAtlagAgy";"MukodoAtlagAgy";"ElbocsatottBetegSzam";"EltavozottBetegSzam";"MasOsztalyBetegSzam";"MeghaltBetegSzam";"EgynaposEsetSzam";"TeljesithetoApolasiNapSzam";"TeljesitettApolasiNapSzam";"ApolasAtlTartam";"Agykihasznalas";"Halalozas";"Ev";"Fenntarto"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"02";"Sebészet";59;49;49;10;59;49;2976;2656;284;36;316;17885;12877;4,33;72;1,21;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"04";"Szülészet-nogyógyászat";60;60;60;0;60;60;4065;4046;18;1;496;21900;16782;4,13;76,63;0,02;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"06";"Fül-orr-gégegyógyászat";22;22;22;0;22;22;677;652;20;5;9;8030;3958;5,85;49,29;0,74;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"07";"Szemészet";20;20;20;0;20;20;2793;2778;15;0;1290;7300;3882;1,39;53,18;0;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"09";"Neurológia";45;45;45;0;45;45;1413;1211;154;48;0;16425;12498;8,85;76,09;3,4;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"10";"Ortopédia-traumatológia";70;70;70;0;70;70;5175;4262;895;18;917;25550;19866;3,84;77,75;0,35;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"11";"Urológia";32;32;32;0;32;32;2498;2438;54;6;784;11680;8765;3,51;75,04;0,24;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"12";"Onkológia, onkoradiológia";100;100;100;0;100;100;1662;1591;29;42;0;36500;17999;10,83;49,31;2,53;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";13;13;13;0;13;13;564;31;412;121;0;4745;3072;5,45;64,74;21,45;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"19";"Tüdogyógyászat";30;30;30;0;30;30;786;679;56;51;0;10950;6753;8,59;61,67;6,49;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"20";"Plasztikai- és égéssebészet";5;5;5;0;5;5;159;158;1;0;14;1825;402;2,53;22,03;0;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"40";"Kardiológia";40;40;40;0;40;40;1560;985;504;71;0;14600;11361;7,28;77,82;4,55;2014;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház, Budapest";"46";"Sürgosségi betegellátás";8;8;8;0;8;8;2441;1998;415;28;0;2920;2095;0,86;71,75;1,15;2014;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet, Budapest";"01";"Belgyógyászat";77;77;77;0;77;77;2934;2356;347;231;0;28105;24487;8,35;87,13;7,87;2014;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet, Budapest";"02";"Sebészet";0;0;0;0;0;0;82;82;0;0;82;0;82;1;NA;0;2014;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet, Budapest";"04";"Szülészet-nogyógyászat";0;0;0;0;0;0;728;728;0;0;720;0;728;1;NA;0;2014;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet, Budapest";"09";"Neurológia";35;35;35;0;35;35;1112;977;106;29;0;12775;9674;8,7;75,73;2,61;2014;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";9;9;9;0;9;9;349;79;158;112;0;3285;2090;5,99;63,62;32,09;2014;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet, Budapest";"18";"Pszichiátria";152;152;152;0;152;152;2686;1350;1323;13;0;55480;36275;13,51;65,38;0,48;2014;"Központi eü. intézmény"
"0121";"0121 Károlyi Sándor Kórház, Budapest";"01";"Belgyógyászat";70;70;70;0;70;70;3016;2323;520;173;0;25550;21986;7,29;86,05;5,74;2014;"Központi eü. intézmény"
"0121";"0121 Károlyi Sándor Kórház, Budapest";"02";"Sebészet";35;35;35;0;35;35;1887;1742;103;42;47;12775;9989;5,29;78,19;2,23;2014;"Központi eü. intézmény"
"0121";"0121 Károlyi Sándor Kórház, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";5;5;5;0;5;5;97;19;48;30;0;1825;1173;12,09;64,27;30,93;2014;"Központi eü. intézmény"
"0121";"0121 Károlyi Sándor Kórház, Budapest";"40";"Kardiológia";50;50;50;0;50;50;2032;1711;226;95;0;18250;14952;7,36;81,93;4,68;2014;"Központi eü. intézmény"
"0122";"0122 Heim Pál Gyermekkórház, Budapest";"05";"Csecsemo- és gyermekgyógyászat";388;388;388;0;388;388;30867;29736;1108;23;1219;141620;107787;3,49;76,11;0,07;2014;"Központi eü. intézmény"
"0122";"0122 Heim Pál Gyermekkórház, Budapest";"13";"Fog- és szájsebészet";0;0;0;0;0;0;167;167;0;0;164;0;167;1;NA;0;2014;"Központi eü. intézmény"
"0122";"0122 Heim Pál Gyermekkórház, Budapest";"23";"Gyermek- és ifjúságpszichiátria";15;15;15;0;15;15;603;592;11;0;0;5475;4445;7,37;81,19;0;2014;"Központi eü. intézmény"
"0122";"0122 Heim Pál Gyermekkórház, Budapest";"46";"Sürgosségi betegellátás";46;46;46;0;46;46;4122;3667;455;0;0;16790;7499;1,82;44,66;0;2014;"Központi eü. intézmény"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza, Budapest";"05";"Csecsemo- és gyermekgyógyászat";117;117;117;0;117;117;7535;7333;196;6;339;42705;26214;3,48;61,38;0,08;2014;"Egyházi intézmény"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza, Budapest";"20";"Plasztikai- és égéssebészet";10;10;10;0;10;10;236;219;17;0;0;3650;1444;6,12;39,56;0;2014;"Egyházi intézmény"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza, Budapest";"46";"Sürgosségi betegellátás";8;8;8;0;8;8;455;447;8;0;0;2920;875;1,92;29,97;0;2014;"Egyházi intézmény"
"0140";"0140 Semmelweis Egyetem, Budapest";"01";"Belgyógyászat";320;320;320;0;320;320;16154;13207;2325;622;5;116800;99898;6,18;85,53;3,85;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"02";"Sebészet";310;310;310;0;310;310;14654;11812;2784;58;539;113150;82197;5,61;72,64;0,4;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"04";"Szülészet-nogyógyászat";200;200;200;0;200;200;16113;16055;51;7;4015;73000;71042;4,41;97,32;0,04;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"05";"Csecsemo- és gyermekgyógyászat";316;311;311;5;316;311;19819;18982;728;109;0;113515;88944;4,49;78,35;0,55;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"06";"Fül-orr-gégegyógyászat";28;28;28;0;28;28;2464;2444;19;1;85;10220;8042;3,26;78,69;0,04;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"07";"Szemészet";60;60;60;0;60;60;7106;7087;19;0;2286;21900;14134;1,99;64,54;0;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"08";"Bor- és nemibeteg";33;33;33;0;33;33;1286;1268;18;0;0;12045;8687;6,76;72,12;0;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"09";"Neurológia";97;97;97;0;97;97;3193;2881;245;67;0;35405;25535;8;72,12;2,1;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"10";"Ortopédia-traumatológia";88;88;88;0;88;88;3463;3326;132;5;0;32120;24502;7,08;76,28;0,14;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"11";"Urológia";40;40;40;0;40;40;2718;2682;30;6;0;14600;9637;3,55;66,01;0,22;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"12";"Onkológia, onkoradiológia";177;177;177;0;177;177;8867;8460;172;235;5;64605;36689;4,14;56,79;2,65;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"13";"Fog- és szájsebészet";0;0;0;0;0;0;367;365;2;0;353;0;365;0,99;NA;0;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";78;78;78;0;78;78;3746;325;2968;453;0;28470;19755;5,27;69,39;12,09;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"17";"Arc-, állcsont- és szájsebészet";26;26;26;0;26;26;1043;1033;8;2;7;9490;3564;3,42;37,56;0,19;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"18";"Pszichiátria";189;189;189;0;189;189;3392;3251;134;7;0;68985;46858;13,81;67,92;0,21;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"19";"Tüdogyógyászat";80;80;80;0;80;80;3049;2519;410;120;0;29200;27248;8,94;93,32;3,94;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"23";"Gyermek- és ifjúságpszichiátria";20;20;20;0;20;20;973;966;7;0;0;7300;6211;6,38;85,08;0;2014;"Egyetem"
"0140";"0140 Semmelweis Egyetem, Budapest";"40";"Kardiológia";35;35;35;0;35;35;10221;9354;791;76;4994;12775;15804;1,55;123,71;0,74;2014;"Egyetem"
"0152";"0152 Országos Sportegészségügyi Intézet, Budapest";"10";"Ortopédia-traumatológia";40;40;40;0;40;40;2151;2091;60;0;161;14600;4967;2,31;34,02;0;2014;"Központi eü. intézmény"
"0153";"0153 Országos Reumatológiai és Fizioterápiás Intézet, Budapest";"01";"Belgyógyászat";20;20;20;0;20;20;520;518;2;0;0;7300;5185;9,97;71,03;0;2014;"Központi eü. intézmény"
"0153";"0153 Országos Reumatológiai és Fizioterápiás Intézet, Budapest";"14";"Reumatológia";170;170;170;0;170;170;4269;4238;31;0;0;62050;50816;11,9;81,9;0;2014;"Központi eü. intézmény"
"0153";"0153 Országos Reumatológiai és Fizioterápiás Intézet, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";5;5;5;0;5;5;107;96;11;0;0;1825;621;5,8;34,03;0;2014;"Központi eü. intézmény"
"0154";"0154 Országos Onkológiai Intézet, Budapest";"02";"Sebészet";78;78;78;0;78;78;4951;4502;439;10;140;28470;22921;4,63;80,51;0,2;2014;"Központi eü. intézmény"
"0154";"0154 Országos Onkológiai Intézet, Budapest";"04";"Szülészet-nogyógyászat";35;35;35;0;35;35;1404;1369;26;9;105;12775;6954;4,95;54,43;0,64;2014;"Központi eü. intézmény"
"0154";"0154 Országos Onkológiai Intézet, Budapest";"12";"Onkológia, onkoradiológia";221;221;221;0;221;221;8175;7829;203;143;0;80665;55301;6,76;68,56;1,75;2014;"Központi eü. intézmény"
"0154";"0154 Országos Onkológiai Intézet, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";13;13;13;0;13;13;625;65;478;82;0;4745;2895;4,63;61,01;13,12;2014;"Központi eü. intézmény"
"0156";"0156 Országos Korányi Tbc és Pulmonológiai Intézet, Budapest";"02";"Sebészet";44;44;44;0;44;44;1891;1068;819;4;0;16060;9369;4,95;58,34;0,21;2014;"Központi eü. intézmény"
"0156";"0156 Országos Korányi Tbc és Pulmonológiai Intézet, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";24;24;24;0;24;24;1021;67;829;125;0;8760;5065;4,96;57,82;12,24;2014;"Központi eü. intézmény"
"0156";"0156 Országos Korányi Tbc és Pulmonológiai Intézet, Budapest";"19";"Tüdogyógyászat";320;320;320;0;320;320;11869;10312;969;588;0;116800;76725;6,46;65,69;4,95;2014;"Központi eü. intézmény"
"0160";"0160 Országos Orvosi Rehabilitációs Intézet, Budapest";"02";"Sebészet";20;20;20;0;20;20;164;85;77;2;0;7300;4473;27,27;61,27;1,22;2014;"Központi eü. intézmény"
"0160";"0160 Országos Orvosi Rehabilitációs Intézet, Budapest";"10";"Ortopédia-traumatológia";20;20;20;0;20;20;494;463;31;0;0;7300;4809;9,73;65,88;0;2014;"Központi eü. intézmény"
"0162";"0162 Gottsegen György Országos Kardiológiai Intézet, Budapest";"02";"Sebészet";60;60;60;0;60;60;2894;1247;1642;5;10;21900;11454;3,96;52,3;0,17;2014;"Központi eü. intézmény"
"0162";"0162 Gottsegen György Országos Kardiológiai Intézet, Budapest";"05";"Csecsemo- és gyermekgyógyászat";46;46;46;0;46;46;2323;937;1362;24;1;16790;9471;4,08;56,41;1,03;2014;"Központi eü. intézmény"
"0162";"0162 Gottsegen György Országos Kardiológiai Intézet, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";19;19;19;0;19;19;1797;124;1544;129;12;6935;4886;2,72;70,45;7,18;2014;"Központi eü. intézmény"
"0162";"0162 Gottsegen György Országos Kardiológiai Intézet, Budapest";"40";"Kardiológia";140;140;140;0;140;140;7568;6958;581;29;408;51100;32579;4,3;63,76;0,38;2014;"Központi eü. intézmény"
"0163";"0163 Országos Klinikai Idegtudományi Intézet, Budapest";"02";"Sebészet";90;90;90;0;90;90;4772;3862;904;6;3;32850;21951;4,6;66,82;0,13;2014;"Központi eü. intézmény"
"0163";"0163 Országos Klinikai Idegtudományi Intézet, Budapest";"09";"Neurológia";59;59;59;0;59;59;1921;1695;167;59;0;21535;16296;8,48;75,67;3,07;2014;"Központi eü. intézmény"
"0163";"0163 Országos Klinikai Idegtudományi Intézet, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";26;26;26;0;26;26;1169;112;993;64;0;9490;5416;4,63;57,07;5,47;2014;"Központi eü. intézmény"
"0190";"0190 Magyarországi Zsidó Hitközösségek Szövetsége Szeretetkórháza, Budapest";"01";"Belgyógyászat";40;40;40;0;40;40;1108;124;928;56;0;14600;13330;12,03;91,3;5,05;2014;"Egyházi intézmény"
"0193";"0193 Igazságügyi Megfigyelo és Elmegyógyító Intézet, Budapest";"18";"Pszichiátria";33;33;33;0;33;33;85;85;0;0;0;12045;5491;64,6;45,59;0;2014;"BVOP intézmény"
"01A3";"01A3 Budai Egészségközpont Kft.";"10";"Ortopédia-traumatológia";111;111;111;0;111;111;4401;3626;774;1;82;40515;22071;5,01;54,48;0,02;2014;"Vállalkozás"
"01A3";"01A3 Budai Egészségközpont Kft.";"15";"Aneszteziológiai és intenzív betegellátás";14;14;14;0;14;14;792;6;783;3;0;5110;1557;1,97;30,47;0,38;2014;"Vállalkozás"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"01";"Belgyógyászat";263;263;263;0;263;263;8121;6937;742;442;5;95995;73903;9,1;76,99;5,44;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"02";"Sebészet";160;160;160;0;160;160;9004;7211;1675;118;515;58400;42224;4,69;72,3;1,31;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"04";"Szülészet-nogyógyászat";95;95;95;0;95;95;6161;6095;59;7;1447;34675;25684;4,17;74,07;0,11;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"05";"Csecsemo- és gyermekgyógyászat";20;20;14;0;20;12,5;190;180;2;8;0;4564;4482;23,59;98,2;4,21;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"06";"Fül-orr-gégegyógyászat";40;40;40;0;40;40;2069;2024;31;14;11;14600;7761;3,75;53,16;0,68;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"07";"Szemészet";38;38;38;0;38;38;5157;5149;7;1;1855;13870;7810;1,51;56,31;0,02;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"08";"Bor- és nemibeteg";16;16;16;0;16;16;402;389;13;0;0;5840;3701;9,21;63,37;0;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"09";"Neurológia";63;63;63;0;63;63;1732;1508;145;79;0;22995;17933;10,35;77,99;4,56;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"10";"Ortopédia-traumatológia";148;148;148;0;148;148;5199;4830;313;56;373;54020;41737;8,03;77,26;1,08;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"11";"Urológia";40;30;30;10;40;30;1661;1612;41;8;56;10950;8123;4,89;74,18;0,48;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"12";"Onkológia, onkoradiológia";44;44;44;0;44;44;3644;3440;64;140;0;16060;13687;3,76;85,22;3,84;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"14";"Reumatológia";20;20;20;0;20;20;507;483;24;0;0;7300;6713;13,24;91,96;0;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";46;46;28;0;46;44,5;1717;101;1376;240;1;16232;6806;3,96;41,93;13,98;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"17";"Arc-, állcsont- és szájsebészet";10;10;10;0;10;10;621;604;17;0;4;3650;2339;3,77;64,08;0;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"18";"Pszichiátria";40;40;40;0;40;40;729;669;50;10;0;14600;9553;13,1;65,43;1,37;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"20";"Plasztikai- és égéssebészet";30;30;30;0;30;30;657;642;12;3;0;10950;4922;7,49;44,95;0,46;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"40";"Kardiológia";84;84;84;0;84;84;4412;4047;242;123;164;30660;20622;4,67;67,26;2,79;2014;"Központi eü. intézmény"
"01A6";"01A6 Magyar Honvédség Egészségügyi Központ, Budapest";"46";"Sürgosségi betegellátás";20;20;20;0;20;20;2902;2439;250;213;0;7300;3017;1,04;41,33;7,34;2014;"Központi eü. intézmény"
"01A7";"01A7 Pestszentlorinc-Pestszentimre Egészségügyi Szolgáltató Nonprofit Kft., Budapest";"02";"Sebészet";0;0;0;0;0;0;361;361;0;0;359;0;361;1;NA;0;2014;"Vállalkozás"
"01A7";"01A7 Pestszentlorinc-Pestszentimre Egészségügyi Szolgáltató Nonprofit Kft., Budapest";"04";"Szülészet-nogyógyászat";0;0;0;0;0;0;222;222;0;0;222;0;222;1;NA;0;2014;"Vállalkozás"
"01A7";"01A7 Pestszentlorinc-Pestszentimre Egészségügyi Szolgáltató Nonprofit Kft., Budapest";"10";"Ortopédia-traumatológia";0;0;0;0;0;0;168;168;0;0;166;0;168;1;NA;0;2014;"Vállalkozás"
"01A7";"01A7 Pestszentlorinc-Pestszentimre Egészségügyi Szolgáltató Nonprofit Kft., Budapest";"11";"Urológia";0;0;0;0;0;0;15;15;0;0;15;0;15;1;NA;0;2014;"Vállalkozás"
"01A8";"01A8 Premed Pharma Kft., Budaörs";"07";"Szemészet";0;0;0;0;0;0;415;415;0;0;415;0;415;1;NA;0;2014;"Vállalkozás"
"01B4";"01B4 Ferencvárosi Egészségügyi Szolgáltató Kiemelkedoen Közhasznú Nonprofit Kft., Budapest";"02";"Sebészet";0;0;0;0;0;0;137;137;0;0;137;0;137;1;NA;0;2014;"Vállalkozás"
"01B4";"01B4 Ferencvárosi Egészségügyi Szolgáltató Kiemelkedoen Közhasznú Nonprofit Kft., Budapest";"04";"Szülészet-nogyógyászat";0;0;0;0;0;0;197;197;0;0;197;0;197;1;NA;0;2014;"Vállalkozás"
"01B4";"01B4 Ferencvárosi Egészségügyi Szolgáltató Kiemelkedoen Közhasznú Nonprofit Kft., Budapest";"07";"Szemészet";0;0;0;0;0;0;267;267;0;0;267;0;267;1;NA;0;2014;"Vállalkozás"
"01B4";"01B4 Ferencvárosi Egészségügyi Szolgáltató Kiemelkedoen Közhasznú Nonprofit Kft., Budapest";"10";"Ortopédia-traumatológia";0;0;0;0;0;0;163;163;0;0;161;0;163;1;NA;0;2014;"Vállalkozás"
"01E8";"01E8 Szent Margit Kórház, Budapest";"01";"Belgyógyászat";91;91;91;0;91;91;4136;3301;594;241;1;33215;28088;6,79;84,56;5,83;2014;"Központi eü. intézmény"
"01E8";"01E8 Szent Margit Kórház, Budapest";"02";"Sebészet";25;25;25;0;25;25;1387;1233;145;9;127;9125;7728;5,57;84,69;0,65;2014;"Központi eü. intézmény"
"01E8";"01E8 Szent Margit Kórház, Budapest";"04";"Szülészet-nogyógyászat";25;25;25;0;25;25;4385;4364;20;1;1793;9125;11540;2,63;126,47;0,02;2014;"Központi eü. intézmény"
"01E8";"01E8 Szent Margit Kórház, Budapest";"05";"Csecsemo- és gyermekgyógyászat";18;18;18;0;18;18;641;640;0;1;0;6570;4806;7,5;73,15;0,16;2014;"Központi eü. intézmény"
"01E8";"01E8 Szent Margit Kórház, Budapest";"12";"Onkológia, onkoradiológia";42;42;42;0;42;42;1850;1760;43;47;0;15330;6739;3,64;43,96;2,54;2014;"Központi eü. intézmény"
"01E8";"01E8 Szent Margit Kórház, Budapest";"15";"Aneszteziológiai és intenzív betegellátás";6;6;6;0;6;6;241;29;151;61;0;2190;1290;5,35;58,9;25,31;2014;"Központi eü. intézmény"
"01E8";"01E8 Szent Margit Kórház, Budapest";"40";"Kardiológia";49;49;49;0;49;49;2288;1723;456;109;0;17885;16429;7,18;91,86;4,76;2014;"Központi eü. intézmény"
"0200";"0200 URO-CLIN Egészségügyi Szolgáltató és Kereskedelmi Kft., Pécs";"11";"Urológia";0;0;0;0;0;0;1067;1067;0;0;1065;0;1067;1;NA;0;2014;"Vállalkozás"
"0204";"0204 Mohácsi Kórház";"01";"Belgyógyászat";49;49;49;0;49;49;2024;1797;106;121;0;17885;13545;6,69;75,73;5,98;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"02";"Sebészet";20;20;20;0;20;20;882;763;97;22;1;7300;4681;5,31;64,12;2,49;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"04";"Szülészet-nogyógyászat";15;15;15;0;15;15;1303;1232;71;0;250;5475;5452;4,18;99,58;0;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"05";"Csecsemo- és gyermekgyógyászat";21;21;21;0;21;21;995;993;2;0;0;7665;4605;4,63;60,08;0;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"06";"Fül-orr-gégegyógyászat";0;0;0;0;0;0;15;15;0;0;15;0;15;1;NA;0;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"07";"Szemészet";0;0;0;0;0;0;970;970;0;0;967;0;970;1;NA;0;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"09";"Neurológia";25;25;25;0;25;25;1014;964;26;24;0;9125;5529;5,45;60,59;2,37;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"10";"Ortopédia-traumatológia";15;15;15;0;15;15;715;660;48;7;193;5475;2980;4,17;54,43;0,98;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"15";"Aneszteziológiai és intenzív betegellátás";6;6;6;0;6;6;259;10;195;54;0;2190;1246;4,81;56,89;20,85;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"18";"Pszichiátria";35;35;35;0;35;35;662;640;22;0;0;12775;7327;11,07;57,35;0;2014;"Központi eü. intézmény"
"0204";"0204 Mohácsi Kórház";"46";"Sürgosségi betegellátás";6;6;6;0;6;6;1106;1045;42;19;0;2190;1087;0,98;49,63;1,72;2014;"Központi eü. intézmény"
"0205";"0205 Komlói Egészségcentrum";"01";"Belgyógyászat";20;20;20;0;20;20;1086;994;8;84;0;7300;6725;6,19;92,12;7,73;2014;"Központi eü. intézmény"
"0205";"0205 Komlói Egészségcentrum";"02";"Sebészet";15;15;15;0;15;15;1640;1621;3;16;304;5475;5209;3,18;95,14;0,98;2014;"Központi eü. intézmény"
"0205";"0205 Komlói Egészségcentrum";"04";"Szülészet-nogyógyászat";0;0;0;0;0;0;225;225;0;0;225;0;225;1;NA;0;2014;"Központi eü. intézmény"
"0205";"0205 Komlói Egészségcentrum";"10";"Ortopédia-traumatológia";0;0;0;0;0;0;314;314;0;0;314;0;314;1;NA;0;2014;"Központi eü. intézmény"
"0205";"0205 Komlói Egészségcentrum";"11";"Urológia";0;0;0;0;0;0;254;254;0;0;251;0;254;1;NA;0;2014;"Központi eü. intézmény"
"0207";"0207 Szigetvári Kórház";"01";"Belgyógyászat";25;25;25;0;25;25;1138;951;113;74;0;9125;8939;7,86;97,96;6,5;2014;"Központi eü. intézmény"
"0207";"0207 Szigetvári Kórház";"02";"Sebészet";15;15;15;0;15;15;1063;955;90;18;0;5475;4004;3,77;73,13;1,69;2014;"Központi eü. intézmény"
"0207";"0207 Szigetvári Kórház";"04";"Szülészet-nogyógyászat";20;20;20;0;20;20;1834;1825;7;2;558;7300;5043;2,75;69,08;0,11;2014;"Központi eü. intézmény"
"0207";"0207 Szigetvári Kórház";"05";"Csecsemo- és gyermekgyógyászat";15;15;15;0;15;15;1204;1204;0;0;0;5475;4220;3,5;77,08;0;2014;"Központi eü. intézmény"
"0207";"0207 Szigetvári Kórház";"09";"Neurológia";20;20;20;0;20;20;720;670;41;9;0;7300;3491;4,85;47,82;1,25;2014;"Központi eü. intézmény"
"0207";"0207 Szigetvári Kórház";"10";"Ortopédia-traumatológia";15;15;15;0;15;15;577;503;66;8;0;5475;3222;5,58;58,85;1,39;2014;"Központi eü. intézmény"
"0207";"0207 Szigetvári Kórház";"15";"Aneszteziológiai és intenzív betegellátás";5;5;5;0;5;5;252;22;159;71;0;1825;1050;4,17;57,53;28,17;2014;"Központi eü. intézmény"
"0207";"0207 Szigetvári Kórház";"18";"Pszichiátria";30;30;30;0;30;30;395;290;102;3;0;10950;4056;10,27;37,04;0,76;2014;"Központi eü. intézmény"
"0231";"0231 Siklósi Kórház Humán-Egészségügyi Szolgáltató Közhasznú Nonprofit Kft.";"02";"Sebészet";0;0;0;0;0;0;376;376;0;0;376;0;376;1;NA;0;2014;"Vállalkozás"
"0231";"0231 Siklósi Kórház Humán-Egészségügyi Szolgáltató Közhasznú Nonprofit Kft.";"04";"Szülészet-nogyógyászat";0;0;0;0;0;0;154;154;0;0;154;0;154;1;NA;0;2014;"Vállalkozás"
"0242";"0242 Pécsi Tudományegyetem Klinikai Központ";"01";"Belgyógyászat";265;240;233;25;265;244,4;11148;9820;930;398;4;89221;71257;6,39;79,87;3,57;2014;"Egyetem"
"0242";"0242 Pécsi Tudományegyetem Klinikai Központ";"02";"Sebészet";210;210;210;0;210;210;8577;6917;1581;79;60;76650;45545;5,31;59,42;0,92;2014;"Egyetem"
